Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID,Research Body,Research Body ROR ID,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
12/RI/2331 (1),Research Infrastructure Programme,,,Fiona Regan,https://orcid.org/0000-0002-8273-9970,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Ocean Energy Test Bed,01/01/2013,30/06/2017,2299831
12/RI/2332 (1),Research Infrastructure Programme,,,Ian Marison,,The National Institute for Bioprocessing Research and Training (NIBRT),https://ror.org/04s8gft68,Science Foundation Ireland,10.13039/501100001602,Analytical Ultra Centrifuge,01/01/2013,31/12/2013,287439
12/RI/2333 (1),Research Infrastructure Programme,,,Paul Cotter,https://orcid.org/0000-0002-5465-9068,Teagasc,https://ror.org/03sx84n71,Science Foundation Ireland,10.13039/501100001602,Ion Torrent DNA Sequencing Platform,01/01/2013,31/12/2013,383975
12/RI/2333 (2),Research Infrastructure Programme,,,Kieran Meade,https://orcid.org/0000-0002-3051-8586,Teagasc,https://ror.org/03sx84n71,Science Foundation Ireland,10.13039/501100001602,BD Accuri® C6 flow cytometer,01/01/2013,31/12/2013,60265
12/RI/2334 (1),Research Infrastructure Programme,,,Jean-Christophe Desplat,https://orcid.org/0000-0002-6140-3466,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,High-Performance Computing infrastructure,01/01/2013,31/12/2013,3700153
12/RI/2335 (2),Research Infrastructure Programme,,,Ambrose Furey,https://orcid.org/0000-0003-4119-4318,Munster Technological University (MTU),https://ror.org/013xpqh61,Science Foundation Ireland,10.13039/501100001602,ICP-HRMS mass spectrometer,01/01/2013,31/12/2013,384537
12/RI/2335 (3),Research Infrastructure Programme,,,Aidan Coffey,https://orcid.org/0000-0003-4116-9913,Munster Technological University (MTU),https://ror.org/013xpqh61,Science Foundation Ireland,10.13039/501100001602,MALDI-TOF mass spectrometer,01/01/2013,31/12/2013,155877
12/RI/2337 (1),Research Infrastructure Programme,,,William Donnelly,,South East Technological University (SETU),https://ror.org/03fgx6868,Science Foundation Ireland,10.13039/501100001602,FAME Testbed,01/01/2013,31/03/2014,1956246
12/RI/2337 (2),Research Infrastructure Programme,,,Peter McLoughlin,https://orcid.org/0000-0002-1185-9860,South East Technological University (SETU),https://ror.org/03fgx6868,Science Foundation Ireland,10.13039/501100001602,Glovebox-mounted Scanning Probe Microscope (SPM) system,01/01/2013,31/12/2013,338678
12/RI/2337 (4),Research Infrastructure Programme,,,Peter McLoughlin,https://orcid.org/0000-0002-1185-9860,South East Technological University (SETU),https://ror.org/03fgx6868,Science Foundation Ireland,10.13039/501100001602,Multifunctional Supercritical Fluid (SCF) and extrusion and injection moulding system,01/01/2013,31/12/2013,307401
12/RI/2337 (5),Research Infrastructure Programme,,,Peter McLoughlin,https://orcid.org/0000-0002-1185-9860,South East Technological University (SETU),https://ror.org/03fgx6868,Science Foundation Ireland,10.13039/501100001602,Next generation X-ray Micro Tomography (XMT) system,01/01/2013,31/12/2013,1076096
12/RI/2338 (2),Research Infrastructure Programme,,,Peter McHugh,https://orcid.org/0000-0001-9147-3652,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,High Resolution MicroCT Scanner,01/01/2013,30/06/2014,294693
12/RI/2338 (4),Research Infrastructure Programme,,,Martin Leahy,https://orcid.org/0000-0003-1558-4574,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Lazr Label-free in vivo Microvascular Tomography,01/01/2013,30/06/2014,536231
12/RI/2338 (5),Research Infrastructure Programme,,,Vincent O'Flaherty,https://orcid.org/0000-0003-4785-1382,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Bioflux Microfluidics System for Cell Analysis under Shear,01/01/2013,31/12/2013,186074
12/RI/2338/SOF,Research Infrastructure Programme,Strategic Opportunity Fund,,Lokesh Joshi,https://orcid.org/0000-0002-3612-0747,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Strategic Funds,01/01/2013,30/04/2015,1000000
12/RI/2340 (1),Research Infrastructure Programme,,,Valeria Nicolosi,https://orcid.org/0000-0002-7637-4813,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Aberration-corrected TEM,01/01/2013,31/03/2016,4695584
12/RI/2340 (3),Research Infrastructure Programme,,,Shane O'Mara,https://orcid.org/0000-0001-8087-8531,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,"MRI Systems upgrade (Avance lll platform with MRI Cryoprobe, etc.)",01/01/2013,31/12/2013,1333840
12/RI/2340 (5),Research Infrastructure Programme,,,James Meaney,https://orcid.org/0000-0003-1596-4972,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Diagnostic Ultrasound: novel system with Elastography & Ultrafast Doppler,01/01/2013,31/12/2013,116886
12/RI/2340 (7),Research Infrastructure Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Flow Cytometry Cell Sorter,01/01/2013,31/12/2013,576873
12/RI/2340/SOF,Research Infrastructure Programme,Strategic Opportunity Fund,,Sinéad Ryan,,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Strategic Funds,01/01/2013,31/12/2014,981418
12/RI/2341 (2),Research Infrastructure Programme,,,Don MacElroy,,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Advanced materials/surface characterization system including XPS/AES/SIMS,01/01/2013,31/12/2013,1102818
12/RI/2341 (3),Research Infrastructure Programme,,,Patrick Guiry,https://orcid.org/0000-0002-2612-8569,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,500 MHz Nuclear Magnetic Resonance Spectrometer,01/01/2013,31/12/2013,601510
12/RI/2341 (4),Research Infrastructure Programme,,,Mark O'Malley,,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Real Time Digital Simulator System,01/01/2013,30/06/2014,422457
12/RI/2342 (1),Research Infrastructure Programme,,,Peter O'Brien,https://orcid.org/0000-0003-3184-3759,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Laser Welding System,01/01/2013,31/03/2014,344773
12/RI/2342 (10),Research Infrastructure Programme,,,Paul Townsend,https://orcid.org/0000-0001-6373-2872,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,High Speed Photonic Device and System Testbed  (Real-time oscilloscope),01/01/2013,31/12/2013,305748
12/RI/2342 (14),Research Infrastructure Programme,,,Saibal Roy,https://orcid.org/0000-0003-4366-597X,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Magnetron Sputtering System with Mult-Metal targets,01/01/2013,31/03/2015,693256
12/RI/2342 (2),Research Infrastructure Programme,,,Peter O'Brien,https://orcid.org/0000-0003-3184-3759,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Advanced Fibre-Waveguide Packaging,01/01/2013,31/03/2014,195402
12/RI/2342 (3),Research Infrastructure Programme,,,Peter O'Brien,https://orcid.org/0000-0003-3184-3759,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Solder Ink-Jet Dispenser,01/01/2013,31/03/2014,259733
12/RI/2342 (8),Research Infrastructure Programme,,,Martyn Pemble,https://orcid.org/0000-0002-2349-4520,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,"Materials Deposition, Characterisation and Process Development System",01/01/2013,31/03/2014,540521
12/RI/2344 (1),Research Infrastructure Programme,,,Tony Lewis,https://orcid.org/0000-0001-6198-6035,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,National Ocean Energy Test Facility Enhancement,01/01/2013,31/12/2016,1225888
12/RI/2344 (2),Research Infrastructure Programme,,,Gerald Fitzgerald,https://orcid.org/0000-0002-4500-350X,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Cross Flow Filtration Unit - GMP,01/01/2013,31/12/2013,372231
12/RI/2344 (3),Research Infrastructure Programme,,,Ken O'Halloran,https://orcid.org/0000-0002-8832-1153,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,National Transgenic and Germ Free Facility,01/01/2013,28/02/2022,1087972
12/RI/2345 (1),Research Infrastructure Programme,,,Kieran Hodnett,https://orcid.org/0000-0002-6316-7284,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Environmental SEM with in-situ Raman Microscopy,01/01/2013,31/12/2013,346224
12/RI/2345 (11),Research Infrastructure Programme,,,Tim McGloughlin,,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,3D Multi Material Printing System,01/01/2013,31/01/2014,287490
12/RI/2345 (2),Research Infrastructure Programme,,,Gavin Walker,https://orcid.org/0000-0003-4102-0019,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Pharmaceutical Powder Extrusion Suite,01/01/2013,31/12/2013,345659
12/RI/2345 (5),Research Infrastructure Programme,,,Dick FitzGerald,https://orcid.org/0000-0003-3048-0220,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,2D ESI LC-MS/MS incorporating automated table top peptide synthesis,01/01/2013,31/12/2014,784103
12/RI/2345 (7),Research Infrastructure Programme,,,Michael McCarthy,https://orcid.org/0000-0002-5288-3613,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Polymer Composites Processing Suite,01/01/2013,31/12/2013,346486
12/RI/2345 (8),Research Infrastructure Programme,,,Noel O'Dowd,https://orcid.org/0000-0001-5717-8561,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Imaging X-Ray Photoelecton Spectrometer (iXPS),01/01/2013,31/12/2013,694199
12/RI/2345/SOF,Research Infrastructure Programme,Strategic Opportunity Fund,,VP Research (UL),,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Strategic Funds,01/01/2013,31/12/2014,2500000
12/RI/2346 (2),Research Infrastructure Programme,,,Paul Moynagh,https://orcid.org/0000-0002-4139-3061,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,CryoViz whole small animal cryo-imaging system,01/01/2013,31/07/2014,348262
12/RI/2346 (3),Research Infrastructure Programme,,,Sean Doyle,https://orcid.org/0000-0003-1679-3247,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Thermo Scientific Q Exactive benchtop LC-MS/MS mass spectrometer,01/01/2013,31/07/2014,566540
12/RI/2346 (4),Research Infrastructure Programme,,,John Lowry,https://orcid.org/0000-0002-8957-6799,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Long-term In-Vivo Electrochemical (LIVE) Neurochemical Behaviour Equipment,01/01/2013,31/12/2013,170384
12/RI/2346/SOF,Research Infrastructure Programme,Strategic Opportunity Fund,,Ray O'Neill,,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Strategic Funds,01/01/2013,31/05/2017,621403
15/RI/3202,Research Infrastructure Programme,Phase 1,,Jimmy Murphy,https://orcid.org/0000-0001-9814-1255,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Towards ESFRI - Open Ocean Emulator for Grid Integrated next generation Marine Renewable Energy systems @ LIR National Ocean Test Facility,01/01/2016,31/07/2019,2230860
15/RI/3204,Research Infrastructure Programme,Phase 1,,Peter Gallagher,https://orcid.org/0000-0001-9745-0400,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Connecting Ireland to the International Low Frequency Array (LOFAR),01/01/2016,31/12/2017,1397327
15/RI/3207(X),Research Infrastructure Programme,Phase 1,,Jennifer McElwain,https://orcid.org/0000-0002-1729-6755,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Integrated Plant Phenomics & Future Experimental Climate Platform,01/01/2016,30/06/2017,600000
15/RI/3209,Research Infrastructure Programme,Phase 1,,John Wenger,https://orcid.org/0000-0002-4109-976X,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Irish Atmospheric Simulation Chamber (IASC) Facility,01/01/2016,30/06/2018,1067254
15/RI/3215,Research Infrastructure Programme,Phase 1,,Stephen Gordon,https://orcid.org/0000-0002-4833-5542,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,High throughput transcriptomics for animal disease and zoonoses,01/01/2016,31/12/2016,239850
15/RI/3217,Research Infrastructure Programme,Phase 1,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Additive Manufacturing Nano-Materials Facility (3DAMN),01/01/2016,30/11/2018,3336623
15/RI/3218,Research Infrastructure Programme,Phase 1,,Plamen Stamenov,https://orcid.org/0000-0002-8132-3033,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Trifolium Dubium – A Flexible Deposition Tool for Complex Thin-film Stacks of Metallic and Dielectric Materials,01/01/2016,31/05/2019,3239998
15/RI/3219,Research Infrastructure Programme,Phase 1,,Dan Kilper,https://orcid.org/0000-0003-3542-5335,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,"Pervasive Nation – a unique, extensible, National scale, Open IoT (internet of Things) highly distributed Testbed platform for IoT Research, Research integration, Experimentation and Technology Readiness Level improvement .",01/01/2016,31/08/2020,1811778
15/RI/3220,Research Infrastructure Programme,Phase 1,,Michael Zaworotko,https://orcid.org/0000-0002-1360-540X,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Crystallisation Isolation and Drying Technology Test Bed (CIDT2),01/01/2016,31/12/2017,2466420
15/RI/3221,Research Infrastructure Programme,Phase 1,,Anita Maguire,https://orcid.org/0000-0001-8306-1893,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,"Process Flow Spectroscopy (ProSpect); Advanced Reaction Understanding using Flow Nuclear Magnetic Resonance (NMR) and Infrared (IR) Spectroscopies, with On-Line Ultra-Performance Liquid Chromatography (UPLC) and Mass Spectrometry (MS)",01/01/2016,30/06/2017,1041394
15/RI/3222,Research Infrastructure Programme,Phase 1,,Paul Townsend,https://orcid.org/0000-0001-6373-2872,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,400 Gigabit-per-second and Beyond Advanced Modulation Coherent Communications Testbed,01/01/2016,30/06/2018,1454865
15/RI/3225,Research Infrastructure Programme,Phase 1,,Ronan Farrell,https://orcid.org/0000-0002-2507-794X,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,RadioSpace: An experimental Radio Testbed for 5G and the Internet of Things,01/01/2016,31/08/2018,538808
15/RI/3226,Research Infrastructure Programme,Phase 1,,Peter O'Brien,https://orcid.org/0000-0003-3184-3759,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,High Accuracy Photonic Device Flipchip Packaging and Assembly System,01/01/2016,31/03/2019,695312
15/RI/3227,Research Infrastructure Programme,Phase 1,,Balz Kamber,https://orcid.org/0000-0002-8720-0608,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Geosciences Electron Beam Mineral Analyser - GeoRise,01/01/2016,31/12/2016,636161
15/RI/3228,Research Infrastructure Programme,Phase 1,,Paul Cotter,https://orcid.org/0000-0002-5465-9068,Teagasc,https://ror.org/03sx84n71,Science Foundation Ireland,10.13039/501100001602,NextSeq DNA sequencing platform,01/01/2016,31/12/2016,242675
15/RI/3230,Research Infrastructure Programme,Phase 1,,Kieran Moran,https://orcid.org/0000-0003-2015-8967,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Indoors and Outdoors Motion Analysis System,01/01/2016,31/07/2017,223801
15/RI/3231,Research Infrastructure Programme,Phase 1,,Madeleine Lowery,https://orcid.org/0000-0001-6743-360X,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Human Performance Monitoring Suite,01/01/2016,28/02/2017,87132
15/RI/3232,Research Infrastructure Programme,Phase 1,,Daniel J F Toal,https://orcid.org/0000-0003-3601-9216,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,"MRE ROV for Challenging (Wave, Tidal, Wind) Conditions",01/01/2016,31/07/2017,1955742
15/RI/3234,Research Infrastructure Programme,Phase 1,,Christopher Bean,https://orcid.org/0000-0003-3285-2446,Dublin Institute for Advanced Studies (DIAS),https://ror.org/051sx6d27,Science Foundation Ireland,10.13039/501100001602,Insitu Marine Laboratory for Geosystems Research (iMARL).,01/01/2016,31/12/2019,2856176
15/RI/3238,Research Infrastructure Programme,Phase 1,,Geraldine Boylan,https://orcid.org/0000-0003-0920-5291,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,INFANT Biobank,01/01/2016,31/05/2019,354972
15/RI/3239,Research Infrastructure Programme,Phase 1,,Geraldine Boylan,https://orcid.org/0000-0003-0920-5291,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,INFANT Discovery Platform,01/01/2016,30/09/2022,1547227
15/RI/3200,Research Infrastructure Programme,Phase 1,,Jean-Christophe Desplat,https://orcid.org/0000-0002-6140-3466,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,National High-Performance & Technical Computing Infrastructure,01/01/2017,31/12/2018,5399621
16/RI/3398,Research Infrastructure Programme,Phase 2,,Graeme Maxwell,https://orcid.org/0000-0002-2290-8568,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,31/12/2017,4248259
16/RI/3399,Research Infrastructure Programme,Phase 2,,Ray O'Neill,,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,31/12/2018,1345280
16/RI/3400,Research Infrastructure Programme,Phase 2,,VP Research (UL),,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,31/12/2019,2361460
16/RI/3401,Research Infrastructure Programme,Phase 2,,Tony Flaherty,https://orcid.org/0000-0001-6139-1293,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,31/08/2019,2362669
16/RI/3402,Research Infrastructure Programme,Phase 2,,Peter McLoughlin,https://orcid.org/0000-0002-1185-9860,South East Technological University (SETU),https://ror.org/03fgx6868,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,31/12/2017,248254
16/RI/3403,Research Infrastructure Programme,Phase 2,,Sinéad Ryan,,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,30/04/2019,2371787
16/RI/3404,Research Infrastructure Programme,Phase 2,,John Cryan,https://orcid.org/0000-0001-5887-2723,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,SFI Research Infrastructure - Cat D - Opportunistic Funding,01/01/2017,30/06/2019,2356678
16/RI/3690,Research Infrastructure Programme,Phase 2,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Imaging Flow Cytometer,01/01/2017,31/12/2017,554769
16/RI/3691,Research Infrastructure Programme,Phase 2,,Daniel J Kelly,https://orcid.org/0000-0003-4091-0992,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,PreclinicAl Infrastructure Resource (PAIR),01/01/2017,31/12/2018,1103326
16/RI/3694,Research Infrastructure Programme,Phase 2,,Aiden Corvin,https://orcid.org/0000-0001-6717-4089,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,"A high-throughput, production-scale next-generation sequencing platform to meet the needs of the Irish genome research community",01/01/2017,31/12/2017,882914
16/RI/3696,Research Infrastructure Programme,Phase 2,,John Costello,https://orcid.org/0000-0003-4677-9999,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Multicolour – Multidimensional Ultrafast Laser Spectroscopy Facility,01/01/2017,31/12/2019,877652
16/RI/3697,Research Infrastructure Programme,Phase 2,,Greg Hughes,https://orcid.org/0000-0003-1310-8961,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Integrated surface modification and characterisation facility,01/01/2017,31/12/2019,1921131
16/RI/3698,Research Infrastructure Programme,Phase 2,,Liam Barry,https://orcid.org/0000-0001-8366-4790,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Advanced Signal Characterisation Facility,01/01/2017,30/06/2018,727686
16/RI/3700,Research Infrastructure Programme,Phase 2,,Dermot Brabazon,https://orcid.org/0000-0003-3214-6381,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,"Asylum Instruments MFP-3D Atomic Force Microscope (AFM), with Nano-Indentation and Electrochemical Modules",01/01/2017,31/12/2017,305205
16/RI/3701,Research Infrastructure Programme,Phase 2,,Donal O'Gorman,https://orcid.org/0000-0002-8228-1488,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Mass spectrometer,01/01/2017,31/12/2017,1124704
16/RI/3702,Research Infrastructure Programme,Phase 2,,Neil Trappe,https://orcid.org/0000-0003-2527-9821,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Development of a high frequency Terahertz measurement and characterisation facility,01/01/2017,31/12/2018,660896
16/RI/3705,Research Infrastructure Programme,Phase 2,,Tim McCarthy,https://orcid.org/0000-0003-4865-3644,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,CASPER (Compact Airborne Sensor Pod for Environmental Reconnaissance),01/01/2017,30/06/2018,314511
16/RI/3710,Research Infrastructure Programme,Phase 2,,Martin Danaher,https://orcid.org/0000-0003-4060-0441,Teagasc,https://ror.org/03sx84n71,Science Foundation Ireland,10.13039/501100001602,"""UHPLC-MS3 system for investigating contaminants in food and environmental samples""",01/01/2017,31/12/2017,352136
16/RI/3711,Research Infrastructure Programme,Phase 2,,Kieran Kilcawley,https://orcid.org/0000-0003-4048-8883,Teagasc,https://ror.org/03sx84n71,Science Foundation Ireland,10.13039/501100001602,Comprehensive Time-of- Flight Gas Chromatography Mass Spectrometer,01/01/2017,31/12/2017,268456
16/RI/3718,Research Infrastructure Programme,Phase 2,,Graeme Maxwell,https://orcid.org/0000-0002-2290-8568,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,"National facility for wafer-scale fabrication and characterisation of integrated piezoelectric materials and microelectromechanical systems for energy harvesting, energy storage and biomedical applications (PiezoMEMS Cluster)",01/01/2017,31/12/2017,3154508
